chunk_id,content,source,file_path,file_size,name_of_the_file,chunk_id_in_doc,total_chunks_in_doc,recontextualized,original_chunk,recontextualized_answer,num_preceding,num_next,content_length,chunk_size,chunk_overlap,recontextualize,include_title_in_content,question,retrieved,retrieval_rank,retrieval_score
82," recontextualized_answer: Our polyolefin sales volumes, including joint ventures, grew by 10% year-on-year, contributing positively to our overall financial performance. Fuel sales volumes remained broadly stable, however, we experienced a 12% decline in hydrocarbon production due to the divestment of our Malaysian assets. Notably, cash flow from operating activities reached almost EUR 1.4 billion, reflecting an impressive increase of over 30% compared to the previous quarter. 

In this context, our Clean CCS operating result demonstrated resilience, landing at approximately EUR 1.2 billion. While this figure reflects a 22% decrease compared to the same quarter in the previous year and a 16% drop from the fourth quarter of 2024—largely influenced by the significant past benefits from arbitration related to gas marketing in power—our Clean CCS earnings per share stood at EUR 1.26. 

Before I delve into the specifics of our first quarter financial results, I would like to provide an update on OMV's strategic progress. In early March, we achieved a significant milestone in our Strategy 2030 implementation, highlighted by a binding agreement with ADNOC to combine Borealis and Borouge alongside the simultaneous acquisition of Nova Chemicals, resulting in the formation of a new company, Group International. This strategic partnership is poised to deliver substantial advantages to OMV in the polyolefins sector.
actual_chunk: Clean CCS operating result was solid, coming in at around EUR 1.2 billion, 22% below the prior year quarter level and 16% lower than the fourth quarter of 2024, which have benefited significantly from the arbitration world in gas marketing in power. Clean CCS earnings per share amounted to EUR 1.26.",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,13,108,True,"Clean CCS operating result was solid, coming in at around EUR 1.2 billion, 22% below the prior year quarter level and 16% lower than the fourth quarter of 2024, which have benefited significantly from the arbitration world in gas marketing in power. Clean CCS earnings per share amounted to EUR 1.26.","Our polyolefin sales volumes, including joint ventures, grew by 10% year-on-year, contributing positively to our overall financial performance. Fuel sales volumes remained broadly stable, however, we experienced a 12% decline in hydrocarbon production due to the divestment of our Malaysian assets. Notably, cash flow from operating activities reached almost EUR 1.4 billion, reflecting an impressive increase of over 30% compared to the previous quarter. 

In this context, our Clean CCS operating result demonstrated resilience, landing at approximately EUR 1.2 billion. While this figure reflects a 22% decrease compared to the same quarter in the previous year and a 16% drop from the fourth quarter of 2024—largely influenced by the significant past benefits from arbitration related to gas marketing in power—our Clean CCS earnings per share stood at EUR 1.26. 

Before I delve into the specifics of our first quarter financial results, I would like to provide an update on OMV's strategic progress. In early March, we achieved a significant milestone in our Strategy 2030 implementation, highlighted by a binding agreement with ADNOC to combine Borealis and Borouge alongside the simultaneous acquisition of Nova Chemicals, resulting in the formation of a new company, Group International. This strategic partnership is poised to deliver substantial advantages to OMV in the polyolefins sector.",1,1,1742,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
83," recontextualized_answer: Before I delve into the details of the first quarter financial results, it's important to highlight OMV's strategic progress in the context of our overall performance. Clean CCS operating results were solid, recorded at approximately EUR 1.2 billion—22% lower than the same quarter last year and 16% down from the fourth quarter of 2024, which saw significant advantages from arbitration in gas marketing for power. Clean CCS earnings per share stood at EUR 1.26. In light of these results, I am pleased to report that at the beginning of March, we achieved a significant milestone in our Strategy 2030 implementation. OMV and ADNOC executed a binding agreement to merge Borealis with Borouge and concurrently acquire Nova Chemicals, resulting in the formation of a new entity—Group International. This strategic partnership with ADNOC in polyolefins is expected to provide clear benefits not only for OMV but also for our shareholders moving forward.
actual_chunk: Before I will go into the details of the first quarter financial results, let me give you a short update on OMV's strategic progress. At the beginning of March, we reached a major milestone in the implementation of our Strategy 2030. OMV and ADNOC have signed a binding agreement to combine Borealis and Borouge along with the simultaneous acquisition of Nova Chemicals to form a new company Group International. This strategic partnership with ADNOC in polyolefins will bring clear benefits to OMV",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,14,108,True,"Before I will go into the details of the first quarter financial results, let me give you a short update on OMV's strategic progress. At the beginning of March, we reached a major milestone in the implementation of our Strategy 2030. OMV and ADNOC have signed a binding agreement to combine Borealis and Borouge along with the simultaneous acquisition of Nova Chemicals to form a new company Group International. This strategic partnership with ADNOC in polyolefins will bring clear benefits to OMV","Before I delve into the details of the first quarter financial results, it's important to highlight OMV's strategic progress in the context of our overall performance. Clean CCS operating results were solid, recorded at approximately EUR 1.2 billion—22% lower than the same quarter last year and 16% down from the fourth quarter of 2024, which saw significant advantages from arbitration in gas marketing for power. Clean CCS earnings per share stood at EUR 1.26. In light of these results, I am pleased to report that at the beginning of March, we achieved a significant milestone in our Strategy 2030 implementation. OMV and ADNOC executed a binding agreement to merge Borealis with Borouge and concurrently acquire Nova Chemicals, resulting in the formation of a new entity—Group International. This strategic partnership with ADNOC in polyolefins is expected to provide clear benefits not only for OMV but also for our shareholders moving forward.",1,1,1490,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
84," recontextualized_answer: The strategic partnership with ADNOC in polyolefins, which stems from our recent agreement to combine Borealis and Borouge along with the acquisition of Nova Chemicals, will bring clear benefits to OMV and our shareholders. This collaboration not only strengthens our position in the market but also positions the new company as the fourth largest polyolefin player globally. It grants us access to the most attractive and fastest-growing markets across the Americas, Europe, the Middle East, and Asia, which will further enhance our competitive edge in the industry.
actual_chunk: This strategic partnership with ADNOC in polyolefins will bring clear benefits to OMV and our shareholders.",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,15,108,True,This strategic partnership with ADNOC in polyolefins will bring clear benefits to OMV and our shareholders.,"The strategic partnership with ADNOC in polyolefins, which stems from our recent agreement to combine Borealis and Borouge along with the acquisition of Nova Chemicals, will bring clear benefits to OMV and our shareholders. This collaboration not only strengthens our position in the market but also positions the new company as the fourth largest polyolefin player globally. It grants us access to the most attractive and fastest-growing markets across the Americas, Europe, the Middle East, and Asia, which will further enhance our competitive edge in the industry.",1,1,715,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
85," recontextualized_answer: Building on the strategic partnership with ADNOC in polyolefins, the formation of the new company is set to solidify its position as the fourth largest polyolefin player globally. This entity will have access to the largest, most attractive, and fastest-growing markets across the Americas, Europe, the Middle East, and Asia. It will not only benefit from a highly competitive cost position, with around 70% of its production capacity situated in feedstock advantaged regions, but it will also be complemented by a best-in-class specialties business. Following a significant EUR 1.6 billion cash injection, OMV will hold a 36.9% stake in Borouge Group International, with equal shareholdings and joint control alongside ADNOC. This new venture will serve as a substantial platform for organic growth in polyolefins, underpinned by a robust pipeline of near-term projects. With EBITDA projected to exceed USD 7 billion, Borouge Group International is positioned for tremendous growth potential, further enhanced by anticipated substantial synergies.
actual_chunk: The new company will be the fourth largest polyolefin player globally with access to the largest, most attractive and fastest-growing markets across the Americas, Europe, the Middle East and Asia. It will benefit from a highly competitive cost position with around 70% of its production capacity in feedstock advantaged regions, complemented by a best-in-class specialties business. Following a EUR 1.6 billion cash injection into the new OMV will hold a 36.9% stake in Borouge Group International",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,16,108,True,"The new company will be the fourth largest polyolefin player globally with access to the largest, most attractive and fastest-growing markets across the Americas, Europe, the Middle East and Asia. It will benefit from a highly competitive cost position with around 70% of its production capacity in feedstock advantaged regions, complemented by a best-in-class specialties business. Following a EUR 1.6 billion cash injection into the new OMV will hold a 36.9% stake in Borouge Group International","Building on the strategic partnership with ADNOC in polyolefins, the formation of the new company is set to solidify its position as the fourth largest polyolefin player globally. This entity will have access to the largest, most attractive, and fastest-growing markets across the Americas, Europe, the Middle East, and Asia. It will not only benefit from a highly competitive cost position, with around 70% of its production capacity situated in feedstock advantaged regions, but it will also be complemented by a best-in-class specialties business. Following a significant EUR 1.6 billion cash injection, OMV will hold a 36.9% stake in Borouge Group International, with equal shareholdings and joint control alongside ADNOC. This new venture will serve as a substantial platform for organic growth in polyolefins, underpinned by a robust pipeline of near-term projects. With EBITDA projected to exceed USD 7 billion, Borouge Group International is positioned for tremendous growth potential, further enhanced by anticipated substantial synergies.",1,1,1586,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
86," recontextualized_answer: Following a significant EUR 1.6 billion cash injection, the new OMV will maintain a 36.9% stake in Borouge Group International, alongside ADNOC, thereby establishing equal shareholdings and joint control over the venture. This strategic partnership positions Borouge Group International as a substantial platform for organic growth in polyolefins, bolstered by a robust pipeline of near-term projects that are expected to drive its development. With projections indicating that EBITDA could exceed USD 7 billion, Borouge Group International is poised for tremendous growth potential throughout economic cycles. Furthermore, the collaboration is anticipated to yield substantial synergies, estimated at approximately $500 million per annum on a run rate basis by 2030, enhancing the overall value of the enterprise.
actual_chunk: 1.6 billion cash injection into the new OMV will hold a 36.9% stake in Borouge Group International with equal shareholdings and joint control with ADNOC. Borouge Group International will serve as a substantial platform for organic growth in polyolefins, supported by a robust pipeline of near-term projects. Borouge Group International has tremendous growth potential through the cycle with EBITDA projected to exceed USD 7 billion. In addition, we anticipate substantial synergies of approximately",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,17,108,True,"1.6 billion cash injection into the new OMV will hold a 36.9% stake in Borouge Group International with equal shareholdings and joint control with ADNOC. Borouge Group International will serve as a substantial platform for organic growth in polyolefins, supported by a robust pipeline of near-term projects. Borouge Group International has tremendous growth potential through the cycle with EBITDA projected to exceed USD 7 billion. In addition, we anticipate substantial synergies of approximately","Following a significant EUR 1.6 billion cash injection, the new OMV will maintain a 36.9% stake in Borouge Group International, alongside ADNOC, thereby establishing equal shareholdings and joint control over the venture. This strategic partnership positions Borouge Group International as a substantial platform for organic growth in polyolefins, bolstered by a robust pipeline of near-term projects that are expected to drive its development. With projections indicating that EBITDA could exceed USD 7 billion, Borouge Group International is poised for tremendous growth potential throughout economic cycles. Furthermore, the collaboration is anticipated to yield substantial synergies, estimated at approximately $500 million per annum on a run rate basis by 2030, enhancing the overall value of the enterprise.",1,1,1353,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
87," recontextualized_answer: In light of the substantial $1.6 billion cash injection into the new OMV, which secures a 36.9% stake in Borouge Group International alongside ADNOC, we project that Borouge Group International will serve as a significant platform for organic growth in polyolefins. This partnership is bolstered by a robust pipeline of near-term projects and has tremendous growth potential throughout the economic cycle. Specifically, we expect the EBITDA to exceed USD 7 billion, driven in part by anticipated synergies of approximately $500 million per annum on a run rate basis by 2030. These synergies will not only enhance efficiency but also contribute to creating immediate value for OMV, aligning with our strategy of maintaining a strong financial position. As these developments unfold, OMV will continue to uphold its investment-grade credit rating while keeping its leverage ratio well below 30%, setting the stage for attractive shareholder returns.
actual_chunk: to exceed USD 7 billion. In addition, we anticipate substantial synergies of approximately $500 million per annum on a run rate basis by 2030.",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,18,108,True,"to exceed USD 7 billion. In addition, we anticipate substantial synergies of approximately $500 million per annum on a run rate basis by 2030.","In light of the substantial $1.6 billion cash injection into the new OMV, which secures a 36.9% stake in Borouge Group International alongside ADNOC, we project that Borouge Group International will serve as a significant platform for organic growth in polyolefins. This partnership is bolstered by a robust pipeline of near-term projects and has tremendous growth potential throughout the economic cycle. Specifically, we expect the EBITDA to exceed USD 7 billion, driven in part by anticipated synergies of approximately $500 million per annum on a run rate basis by 2030. These synergies will not only enhance efficiency but also contribute to creating immediate value for OMV, aligning with our strategy of maintaining a strong financial position. As these developments unfold, OMV will continue to uphold its investment-grade credit rating while keeping its leverage ratio well below 30%, setting the stage for attractive shareholder returns.",1,1,1130,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
88," recontextualized_answer: These transactions create immediate value for OMV, as they enhance free cash flow and are accretive to clean CCS EPS. This strategic move is further bolstered by anticipated substantial synergies of approximately $500 million per annum, which will be realized on a run rate basis by 2030. Importantly, OMV will maintain its investment-grade credit rating and ensure its leverage ratio remains well below 30%. The combined strength of the three companies involved will position Borouge Group International favorably to generate attractive shareholder returns. As a result, we expect a lower dividend net to OMV of around $1 billion per year, which is set to further strengthen OMV's shareholder distributions. We anticipate completing both transactions by the end of the first quarter 2026, with the OMV Supervisory Board having also given its approval.
actual_chunk: These transactions create immediate value for OMV as they are free cash flow and clean CCS EPS accretive. At the same time, OMV maintains its investment-grade credit rating and keeps its leverage ratio well below 30%. The combined strength of the 3 companies will position Borouge Group International well to generate attractive shareholder returns. We expect a lower dividend net to OMV of around $1 billion per year, which will further strengthen OMV's shareholder distributions. We anticipate",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,19,108,True,"These transactions create immediate value for OMV as they are free cash flow and clean CCS EPS accretive. At the same time, OMV maintains its investment-grade credit rating and keeps its leverage ratio well below 30%. The combined strength of the 3 companies will position Borouge Group International well to generate attractive shareholder returns. We expect a lower dividend net to OMV of around $1 billion per year, which will further strengthen OMV's shareholder distributions. We anticipate","These transactions create immediate value for OMV, as they enhance free cash flow and are accretive to clean CCS EPS. This strategic move is further bolstered by anticipated substantial synergies of approximately $500 million per annum, which will be realized on a run rate basis by 2030. Importantly, OMV will maintain its investment-grade credit rating and ensure its leverage ratio remains well below 30%. The combined strength of the three companies involved will position Borouge Group International favorably to generate attractive shareholder returns. As a result, we expect a lower dividend net to OMV of around $1 billion per year, which is set to further strengthen OMV's shareholder distributions. We anticipate completing both transactions by the end of the first quarter 2026, with the OMV Supervisory Board having also given its approval.",1,1,1388,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,True,4.0,
89," recontextualized_answer: $1 billion per year, which will further strengthen OMV's shareholder distributions. We anticipate completing both transactions by the end of the first quarter 2026, following the approval from the OMV Supervisory Board. However, it is important to note that the closing of these transactions is contingent upon obtaining the necessary regulatory approvals, including merger control clearances in key markets where the companies operate and foreign direct investment clearances in Austria, Canada, and the U.S. Until these transactions are finalized, Borealis and Borouge will maintain their commitment to paying dividends according to their existing schedules.
actual_chunk: $1 billion per year, which will further strengthen OMV's shareholder distributions. We anticipate completing both transactions by the end of the first quarter 2026. The OMV Supervisory Board has also given its approval.",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,20,108,True,"$1 billion per year, which will further strengthen OMV's shareholder distributions. We anticipate completing both transactions by the end of the first quarter 2026. The OMV Supervisory Board has also given its approval.","$1 billion per year, which will further strengthen OMV's shareholder distributions. We anticipate completing both transactions by the end of the first quarter 2026, following the approval from the OMV Supervisory Board. However, it is important to note that the closing of these transactions is contingent upon obtaining the necessary regulatory approvals, including merger control clearances in key markets where the companies operate and foreign direct investment clearances in Austria, Canada, and the U.S. Until these transactions are finalized, Borealis and Borouge will maintain their commitment to paying dividends according to their existing schedules.",1,1,920,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
90," recontextualized_answer: As is customary in significant corporate transactions, the closing of the merger is contingent upon obtaining the necessary regulatory approvals. Specifically, this includes merger control clearances in the markets where both companies operate, as well as foreign direct investment clearances in Austria, Canada, and the U.S. It is important to note that until the transaction is finalized, Borealis and Borouge will maintain their commitment to shareholder value by continuing to distribute dividends according to their established schedules. This ongoing support for shareholders aligns with our strategic focus on financial stability and growth, reinforcing the positive outlook following the completion of the announced $1 billion per year in shareholder distributions. As we anticipate the approval process wrapping up by the end of the first quarter of 2026, we also actively pursue key projects like the Neptun Deep initiative, which marks an exciting phase of growth for OMV in the Black Sea region.
actual_chunk: As is customary, closing the transaction is subject to the relevant regulatory approvals. In this case, merger control clearances in markets where the companies sell their products and foreign direct investment clearances in Austria, Canada and the U.S. Until completion, Borealis and Borouge will continue to pay dividends according to their current schedules and commitments.",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,21,108,True,"As is customary, closing the transaction is subject to the relevant regulatory approvals. In this case, merger control clearances in markets where the companies sell their products and foreign direct investment clearances in Austria, Canada and the U.S. Until completion, Borealis and Borouge will continue to pay dividends according to their current schedules and commitments.","As is customary in significant corporate transactions, the closing of the merger is contingent upon obtaining the necessary regulatory approvals. Specifically, this includes merger control clearances in the markets where both companies operate, as well as foreign direct investment clearances in Austria, Canada, and the U.S. It is important to note that until the transaction is finalized, Borealis and Borouge will maintain their commitment to shareholder value by continuing to distribute dividends according to their established schedules. This ongoing support for shareholders aligns with our strategic focus on financial stability and growth, reinforcing the positive outlook following the completion of the announced $1 billion per year in shareholder distributions. As we anticipate the approval process wrapping up by the end of the first quarter of 2026, we also actively pursue key projects like the Neptun Deep initiative, which marks an exciting phase of growth for OMV in the Black Sea region.",1,1,1425,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
91," recontextualized_answer: As is customary, closing the transaction is subject to the relevant regulatory approvals. In this case, merger control clearances in markets where the companies sell their products and foreign direct investment clearances in Austria, Canada, and the U.S. Until completion, Borealis and Borouge will continue to pay dividends according to their current schedules and commitments. 

In this context of strategic growth and investment, we are pleased to announce that in Romania, we have reached another major milestone with our ongoing initiatives. We have commenced drilling operations at the Neptun Deep project, located 160 kilometers offshore in the Black Sea. This significant project is progressing very well, adhering to both our timeline and budget with first gas estimated for 2027. As the largest offshore gas project in the European Union, Neptun Deep is set to contribute approximately 70,000 barrels of production per day to our portfolio. Furthermore, in conjunction with this advancement, OMV Petrom is actively pursuing exploration activities in other areas of the Black Sea, including an offshore block, enhancing our position in this critical energy market.

Following these significant developments, we have also successfully initiated operations at an oil plant in Austria, showcasing our commitment to innovation and sustainability. This plant has an annual processing capacity of up to 16,000 tons of hard-to-recycle plastics, marking a significant milestone in the chemical industry after 15 years of dedicated research and development. By complementing mechanical recycling with our ReOil processes, we are poised to tackle plastic waste that would otherwise remain unrecyclable, reintegrating it into the value chain and aiming to reduce CO2 emissions by up to 34% compared to traditional plastic processing methods.
actual_chunk: In Romania, we have reached another major milestone. We have commenced drilling operations at the Neptun Deep project located to 160 kilometers offshore in the Black Sea. The project is progressing very well according to plan and within budget with first gas estimated for 2027. Neptun Deep, the largest offshore gas project in the European Union will add around 70,000 barrels today to our portfolio. In addition, OMV Petrom is advancing exploration activities in the Black Sea at offshore block.",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,22,108,True,"In Romania, we have reached another major milestone. We have commenced drilling operations at the Neptun Deep project located to 160 kilometers offshore in the Black Sea. The project is progressing very well according to plan and within budget with first gas estimated for 2027. Neptun Deep, the largest offshore gas project in the European Union will add around 70,000 barrels today to our portfolio. In addition, OMV Petrom is advancing exploration activities in the Black Sea at offshore block.","As is customary, closing the transaction is subject to the relevant regulatory approvals. In this case, merger control clearances in markets where the companies sell their products and foreign direct investment clearances in Austria, Canada, and the U.S. Until completion, Borealis and Borouge will continue to pay dividends according to their current schedules and commitments. 

In this context of strategic growth and investment, we are pleased to announce that in Romania, we have reached another major milestone with our ongoing initiatives. We have commenced drilling operations at the Neptun Deep project, located 160 kilometers offshore in the Black Sea. This significant project is progressing very well, adhering to both our timeline and budget with first gas estimated for 2027. As the largest offshore gas project in the European Union, Neptun Deep is set to contribute approximately 70,000 barrels of production per day to our portfolio. Furthermore, in conjunction with this advancement, OMV Petrom is actively pursuing exploration activities in other areas of the Black Sea, including an offshore block, enhancing our position in this critical energy market.

Following these significant developments, we have also successfully initiated operations at an oil plant in Austria, showcasing our commitment to innovation and sustainability. This plant has an annual processing capacity of up to 16,000 tons of hard-to-recycle plastics, marking a significant milestone in the chemical industry after 15 years of dedicated research and development. By complementing mechanical recycling with our ReOil processes, we are poised to tackle plastic waste that would otherwise remain unrecyclable, reintegrating it into the value chain and aiming to reduce CO2 emissions by up to 34% compared to traditional plastic processing methods.",1,1,2377,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
92," recontextualized_answer: In addition to our advancements in Romania, we have successfully initiated operations at an innovative oil plant in Austria, which boasts an annual processing capacity of up to 16,000 tons of hard-to-recycle plastics. This achievement marks a significant milestone in the chemical industry, culminating from 15 years of dedicated research and development. The new facility complements our mechanical recycling efforts by incorporating ReOil processes, which convert plastic waste that would otherwise remain unrecyclable and reintegrate it into the value chain. By doing so, the ReOil technology is poised to make a substantial environmental impact, as it is expected to reduce CO2 emissions by up to 34% compared to conventional plastic waste incineration. This initiative aligns with our broader commitment to sustainable practices and innovation in the face of global environmental challenges.
actual_chunk: We have also successfully started up oil plant in Austria with an annual processing capacities of up to 16,000 tons of hard-to-recycle plastics. This is a significant milestone in the chemical industry following 15 years of pioneering research and development. Complementing mechanical recycling, reoil processes, plastic waste that would otherwise remain unrecyclable and reintegrate it into the value chain. The ReOil technology is expected to reduce CO2 emissions by up to 34% compared to plastic",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,23,108,True,"We have also successfully started up oil plant in Austria with an annual processing capacities of up to 16,000 tons of hard-to-recycle plastics. This is a significant milestone in the chemical industry following 15 years of pioneering research and development. Complementing mechanical recycling, reoil processes, plastic waste that would otherwise remain unrecyclable and reintegrate it into the value chain. The ReOil technology is expected to reduce CO2 emissions by up to 34% compared to plastic","In addition to our advancements in Romania, we have successfully initiated operations at an innovative oil plant in Austria, which boasts an annual processing capacity of up to 16,000 tons of hard-to-recycle plastics. This achievement marks a significant milestone in the chemical industry, culminating from 15 years of dedicated research and development. The new facility complements our mechanical recycling efforts by incorporating ReOil processes, which convert plastic waste that would otherwise remain unrecyclable and reintegrate it into the value chain. By doing so, the ReOil technology is poised to make a substantial environmental impact, as it is expected to reduce CO2 emissions by up to 34% compared to conventional plastic waste incineration. This initiative aligns with our broader commitment to sustainable practices and innovation in the face of global environmental challenges.",1,1,1436,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
93," recontextualized_answer: The ReOil technology, which plays a crucial role in our new oil plant in Austria that boasts an annual processing capacity of up to 16,000 tons of hard-to-recycle plastics, is designed to reintegrate plastic waste into the value chain—a process that complements mechanical recycling. This innovative approach is expected to significantly reduce CO2 emissions by up to 34% compared to the traditional method of plastic waste incineration, marking a substantial advancement in the chemical industry after 15 years of pioneering research and development. This initiative aligns with our broader goals as we also secure an EUR 81 million grant from the European Union to support the next phase of our chemical recycling efforts, which includes the development of an industrial-scale plant capable of processing up to 200,000 tonnes.
actual_chunk: chain. The ReOil technology is expected to reduce CO2 emissions by up to 34% compared to plastic waste incineration.",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,24,108,True,chain. The ReOil technology is expected to reduce CO2 emissions by up to 34% compared to plastic waste incineration.,"The ReOil technology, which plays a crucial role in our new oil plant in Austria that boasts an annual processing capacity of up to 16,000 tons of hard-to-recycle plastics, is designed to reintegrate plastic waste into the value chain—a process that complements mechanical recycling. This innovative approach is expected to significantly reduce CO2 emissions by up to 34% compared to the traditional method of plastic waste incineration, marking a substantial advancement in the chemical industry after 15 years of pioneering research and development. This initiative aligns with our broader goals as we also secure an EUR 81 million grant from the European Union to support the next phase of our chemical recycling efforts, which includes the development of an industrial-scale plant capable of processing up to 200,000 tonnes.",1,1,985,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
94," recontextualized_answer: Building on our commitment to sustainable practices, we have secured an EUR 81 million grant from the European Union, which will play a pivotal role in advancing our chemical recycling initiative. This funding will support the development of a large-scale industrial plant with a processing capacity of up to 200,000 tonnes, significantly enhancing our operational capabilities. In a related effort towards sustainability, we announced this morning the start-up of a new green hydrogen plant in Schwechat, designed to generate up to 10 megawatts annually. This green hydrogen will be instrumental in producing more sustainable fuels and chemicals, including options such as sustainable aviation fuels, further contributing to our mission of reducing CO2 emissions by up to 34% compared to traditional plastic waste incineration. Now, let me turn to the performance of our business segments in the first quarter of this year.
actual_chunk: We have also secured an EUR 81 million grant from the European Union to support the next phase of our chemical recycling initiative, the industrial scale real plant with a then processing capacity of up to 200,000 tonnes. This morning, we announced the start-up of the green hydrogen plant in Schwechat with an annual capacity of up to 10 megawatts. The green hydrogen will be used to produce more sustainable fuels and chemicals, including sustainable aviation fuels and renewable.",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,25,108,True,"We have also secured an EUR 81 million grant from the European Union to support the next phase of our chemical recycling initiative, the industrial scale real plant with a then processing capacity of up to 200,000 tonnes. This morning, we announced the start-up of the green hydrogen plant in Schwechat with an annual capacity of up to 10 megawatts. The green hydrogen will be used to produce more sustainable fuels and chemicals, including sustainable aviation fuels and renewable.","Building on our commitment to sustainable practices, we have secured an EUR 81 million grant from the European Union, which will play a pivotal role in advancing our chemical recycling initiative. This funding will support the development of a large-scale industrial plant with a processing capacity of up to 200,000 tonnes, significantly enhancing our operational capabilities. In a related effort towards sustainability, we announced this morning the start-up of a new green hydrogen plant in Schwechat, designed to generate up to 10 megawatts annually. This green hydrogen will be instrumental in producing more sustainable fuels and chemicals, including options such as sustainable aviation fuels, further contributing to our mission of reducing CO2 emissions by up to 34% compared to traditional plastic waste incineration. Now, let me turn to the performance of our business segments in the first quarter of this year.",1,1,1447,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
95," recontextualized_answer: Let me now return to the performance of our business segments in the first quarter of this year. In comparison to the first quarter of 2024, our clean operating result for chemicals remained relatively stable at EUR 126 million. This stability is noteworthy given the broader context of our operations; particularly in our European business, we saw positive market effects contributing EUR 57 million, primarily driven by rising olefin indicator margins. These developments come on the heels of our significant investments, including the recently announced EUR 81 million grant from the European Union to advance our chemical recycling initiative and the launch of the green hydrogen plant in Schwechat, which underscores our commitment to sustainable production practices.
actual_chunk: Let me now return to the performance of our business segments in the first quarter of this year. Compared to the first quarter of 2024, the clean operating result of chemicals was almost flat at EUR 126 million. In our European business, we recorded positive market effects of EUR 57 million attributable mostly to rising olefin indicator margins.",omv_transcript_2025Q1.txt,../../data/omv_transcript_2025Q1.txt,36307,omv_transcript_2025Q1.txt,26,108,True,"Let me now return to the performance of our business segments in the first quarter of this year. Compared to the first quarter of 2024, the clean operating result of chemicals was almost flat at EUR 126 million. In our European business, we recorded positive market effects of EUR 57 million attributable mostly to rising olefin indicator margins.","Let me now return to the performance of our business segments in the first quarter of this year. In comparison to the first quarter of 2024, our clean operating result for chemicals remained relatively stable at EUR 126 million. This stability is noteworthy given the broader context of our operations; particularly in our European business, we saw positive market effects contributing EUR 57 million, primarily driven by rising olefin indicator margins. These developments come on the heels of our significant investments, including the recently announced EUR 81 million grant from the European Union to advance our chemical recycling initiative and the launch of the green hydrogen plant in Schwechat, which underscores our commitment to sustainable production practices.",1,1,1161,500,100,True,False,What is OMV's current debt level and financial leverage position in 2025?,False,,
